cast,crew,date,playwright,playwright_formatted,playwright_formatted_long,run,season,title,type,venue,year_title
NA,NA,NA,Stuart Scott,by Stuart Scott,by Stuart Scott,1996-97 (Dates Unknown),In House,Housemates,show,Co-op Arts Theatre,1996-97
NA,NA,NA,Henrik Ibsen,by Henrik Ibsen,by Henrik Ibsen,2000-01 (Dates Unknown),In House,A Doll's House,show,New Theatre,2000-01
Sophie Bostock/David Grainger/,NA,NA,Tennessee Williams,by Tennessee Williams,by Tennessee Williams,2000-01 (Dates Unknown),In House,A Streetcar Named Desire,show,New Theatre,2000-01
NA,NA,NA,Peter Shaffer,by Peter Shaffer,by Peter Shaffer,2000-01 (Dates Unknown),In House,Black Comedy,show,New Theatre,2000-01
Jamie Griffiths/,NA,NA,null,Playwright Unknown,Playwright Unknown,2000-01 (Dates Unknown),In House,Breakfast Not Included,show,New Theatre,2000-01
Valmont/,NA,NA,Christopher Hampton,by Christopher Hampton,by Christopher Hampton,2000-01 (Dates Unknown),In House,Dangerous Liaisons,show,New Theatre,2000-01
Michael Longhurst/,NA,NA,Peter Shaffer,by Peter Shaffer,by Peter Shaffer,2000-01 (Dates Unknown),In House,Equus,show,New Theatre,2000-01
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2000-01 (Dates Unknown),Edinburgh,In Bed With Sue Lawley,show,null,2000-01
Emily Hawkins/,NA,NA,Oscar Wilde,by Oscar Wilde,by Oscar Wilde,2000-01 (Dates Unknown),In House,Lady Windermere's Fan,show,New Theatre,2000-01
Ruth Wilson/James Browne/Nick Belcher/James Erskine/,Caroline Cracknell/,NA,null,Devised,Devised,2000-01 (Dates Unknown),Edinburgh,The Hush,show,null,2000-01
David Grainger/,NA,NA,Richard O'Brien,by Richard O'Brien,by Richard O'Brien,2000-01 (Dates Unknown),In House,The Rocky Horror Show,show,New Theatre,2000-01
Amy Goodall/Caroline Jones/Ged Pfeifer/Henry Filloux-Bennett/John Cuzick/Judith Thei/Michael Hyde/,Alexandra Turner/Mike Cook/Ben Richards/,2002-06-03,null,Devised,Devised,3 June 2002,In House,Age Concern,show,New Theatre,2001-02
NA,Robert Wicks/,2001-12-05,Christopher Isherwood/John Kander and Fred Ebb,by Christopher Isherwood/John Kander and Fred Ebb,by Christopher Isherwood/John Kander and Fred Ebb,5-8 December 2001,In House,Cabaret,show,Djanogly Theatre,2001-02
Martina Heron/Andrew Grant/,Alex Gilham/Sarah Ball/Kat Barnard/Stuart Andrews/Hannah Stevens/Judith Thei/Chris Brammeld/Sophie Wardell/Mike Pearson/Phil Pooley/David Wills/,2002-03-19,Willy Russell,by Willy Russell,by Willy Russell,19-22 March 2002,In House,Educating Rita,show,New Theatre,2001-02
Joseph Arkley/Katie Hartwill/Ali Sherriffs/Helen Townsend/Anneliese Mackintosh/Christopher Stephen/George Kaye/Ben Bergin/Stephanie Lane/Cat McCotter/Bush/,Lynette Shanbury/Alison Carr/Alison Griffiths/Mike Cook/Robert Wicks/Suzy Freake/,2002-03-06,Alan Bennett,by Alan Bennett,by Alan Bennett,6-9 March 2002,In House,Habeas Corpus,show,New Theatre,2001-02
Sam Taylor/,NA,2001-11-27,William Shakespeare,by William Shakespeare,by William Shakespeare,27-30 November 2001,In House,Hamlet,show,New Theatre,2001-02
Stuart Barter/Nicola Snarey/Jessica Danby/Ben Murphy/Felicity Plester/Nicola Snarey/Anna Blank/Jessica Danby/Anna E. Lipinkski/Ajay Khari/Catherine Paskell/Anna E. Lipinkski/Felicity Plester/,Will Openshaw/Jo Harris/Victoria Kent/Sven Banham/Jenny Kent/James Law/Ajay's Dad/,NA,Will Openshaw,by Will Openshaw,by Will Openshaw,2001-02 (Dates Unknown),In House,In Bed With Sue Lawley,show,New Theatre,2001-02
Fiona Johnson/Crystal Potter/Anneliese Graham/Jessica Taylor/Euan Lawrence/John Griffin/Ammo Sahota/Ajay Khari/,Ben Richards/James Law/Lauren Pownall/Alexandra Turner/Alex Fanghanel/Sam Watts/Sven Banham/Ben Richards/Stuart Andrews/Stephanie Lane/Alex Gilham/Judith Thei/Adam Godden/Marni Miller-Becker/Joseph Arkley/Ben Bergin/Tom King/Amy Stone/James Law/,2002-05-01,Ben Richards,by Ben Richards,by Ben Richards,1-4 May 2002,In House,Let My People Go,show,New Theatre,2001-02
Claire Boynton/Felicity Plester/Kate Donovan/Jo Hoare/Will Openshaw/,Davina Shah/Jamie Abson/Davina Shah/Marni Miller-Becker/Samantha Partridge/Ben Taunt/Jenny Kent/Jamie Abson/Jamie Abson/Stuart Andrews/James Bogle/Michael Longhurst/Michael Longhurst/Jamie Abson/Michael Longhurst/Davina Shah/Jenny Constantine/Samantha Partridge/,2002-03-12,Charlotte Keatley,by Charlotte Keatley,by Charlotte Keatley,12-15 March 2002,In House,My Mother Said I Never Should,show,New Theatre,2001-02
NA,Alison Carr/,2001-10-31,Mary O'Malley,by Mary O'Malley,by Mary O'Malley,31 October-3 November 2001,In House,Once a Catholic,show,New Theatre,2001-02
Philip Hamann/Joseph Arkley/Ben Bergin/Mike Reich/Tom King/Marni Miller-Becker/Stephanie Ward/Richard Whitehead/Rhoda Ofori-Attah/Lynette Shanbury/,Hannah Bragg/Sarah Withers/Jamie Abonson/James Law/Adam Godden/Caroline Blinkhorn/Caroline Cracknell/Jo Henderson/Judith Thei/Lucy Greene/,2001-11-21,Timberlake Wertenbaker,by Timberlake Wertenbaker,by Timberlake Wertenbaker,21-24 November 2001,In House,Our Country's Good,show,New Theatre,2001-02
Jude Heaton/Jo Hoare/Rhoda Ofori-Attah/Emily Hawkins/Claire Butters/Kath Akers/Matt Chapman/Lois Reed/Ruth Wilson/Nick Belcher/Claire Boynton/Henry Clarke/Jamie Griffiths/Sophie Bostock/Pete Bridge/George Kaye/Nikolaj Babic/Anthony Colles/Josh Dean/Roanna Schneider/Harriet Faber/,Michael Longhurst/Davina Shah/Jamie Abson/Stuart Andrews/Michael Longhurst/Jamie Abson/Stuart Andrews/Lydia Ashman/April Reed/Ben Richards/Catherine Sheard/James Law/Mike Cook/James Law/Liz Bignell/Toby Knowles/Lucy Greene/Lindsey Bradford/Caroline Blinkhorn/Rachel Taylor/Judith Thei/Suzy Freake/Jamie Abson/James Allen/Stuart Andrews/Simon Aspley/Harriet Faber/Roanna Schneider/,2001-11-08,Arthur Miller,by Arthur Miller,by Arthur Miller,8-10 November 2001,In House,The Crucible,show,Djanogly Theatre,2001-02
Ben Richards/Ali Sherriffs/Ellie Burt/Henry Filloux-Bennett/Chris Bye/George Perrett/,Katie Hartwill/Suzy Freake/Alexandra Turner/Ben Richards/Fran DeNavaro/Chris Brammeld/Abby Henson/Alexandra Turner/Alex Gilham/Rob Tolan/Suzy Freake/,2001-11-14,Harold Pinter,by Harold Pinter,by Harold Pinter,14-17 November 2001,In House,The Homecoming,show,New Theatre,2001-02
Andrew McDonnell/Amy Williams/Pete Bridge/Michael Hyde/Moly Watson/Emily Hawkins/Dan Thomas/,Sam Nafissi/Mairi MacRae/Abby Kendler/Stuart Andrews/Jamie Abson/Amanda Hobson/Hannah Stevens/Amanda Mills/Gemma Lee/Hen Ross/Sophie Hargroves/Francis Edzard-Yates/,2002-04-24,Alan Ayckbourn,by Alan Ayckbourn,by Alan Ayckbourn,24-27 April 2002,In House,Time of My Life,show,New Theatre,2001-02
Phil Hammond/Abi Styles/Adam Hirschowitz/Polly Faber/Greg Aldam/Naomi Atkins/Nick Salmon/Samantha Pysk/,Kurban Kassam/Alex Jenkinson/Aidan McClure/Rob Durford/Loic Tallon/Rosie Collis/Mary Jane Sturt/Tansy Drake/Mike Dawe/,2003-04-30,Alan Ayckbourn,by Alan Ayckbourn,by Alan Ayckbourn,30 April-3 May 2003,In House,Bedroom Farce,show,New Theatre,2002-03
Toby Brack/Ruth Wilson/Ben Bergin/Anneliese Mackintosh/Jane Lawson/Phil Sarson/Bush/,Stuart Barter/Chloe Campbell/Jamie Abson/Lucy Ockenden/Sarah Ball/Naomi Oppenheim/Amanda Robinson/Nick Stafford/John Campbell/Matt Wilson/Toby Knowles/Claude Debussy/,2003-06-04,Joe Orton/Sarah Kane,by Joe Orton/Sarah Kane,by Joe Orton/Sarah Kane,4-7 June 2003,In House,'Crave' and 'The Ruffian On The Stair',show,New Theatre,2002-03
Jamie Griffiths/Ali Sherriffs/Nick Belcher/Sophie Bostock/Emily Hawkins/Andrew McDonnell/Chris Roberts/Sam Taylor/,Michael Longhurst/Davina Shah/Jamie Abson/Stuart Andrews/Nottingham Playhouse Workshop/Davina Shah/Ben Taunt/Toby Knowles/Ben Taunt/James Law/Jenny Constantine/Emma Shepherd & Simon Brown (Eskimo Design)/Roo Machell (Ampersand Design Studio)/Kate Donovan/Tom King/Samantha Partridge/Judith Thei/,2003-06-04,Christopher Marlowe,by Christopher Marlowe,by Christopher Marlowe,4-7 June 2003,Lakeside,Doctor Faustus,show,Djanogly Theatre,2002-03
Natalie Ghatan/Phil Sarson/Bush/Nick Salmon/,Bush/Fiona Johnson/S.P. Whelan/Matt Wilson/Jamie Asden/S.P. Whelan/Shreeta Shah/Tim Goalen/Mike Cook/Izzy Trednick/Loic Tallon/,2002-11-20,Vanessa Bradham,by Vanessa Bradham,by Vanessa Bradham,20-24 November 2002,In House,'Morning on a Rainy day' and 'Capital',show,New Theatre,2002-03
Matt Jones/Dave Jobanputra/Ben Bergin/Laura Teague/Laura Elmer/Michael Walker/Jo Hoare/Martina Heron/Euan Lawrence/Chloe Osborn/Anneliese Mackintosh/Jen Smith/Helen Streeter/Eryn Burden/,James Ashton/Lindsey Fowler/Andi McCrae/David Wills/Judith Thei/Lizzy Plackett/Offy Tilt/Caroline Blinkhorn/Nicola Brooker/Elaine Sivyer/,NA,James Ashton,by James Ashton,by James Ashton,2002-03 (Dates Unknown),In House,Oberonicus,show,New Theatre,2002-03
Andrew Haugen/Claire Butters/Yashouda Balraj/Elliot Bhana/Cat McCotter/Nikolaj Babic/Stacie Bowden/Tom Kemble/Ian Mitchell-Innes/Emily Cahalane/,Jen Aggleton/Rachel Farrell/Mark Rowlands/Marni Miller-Becker/Chris Brammeld/Martina Heron/Robin Pritchett/Jen Aggleton/Rachel Farrell/Robin Pritchett/,NA,Marivaux,by Marivaux,by Marivaux,2002-03 (Dates Unknown),In House,The Dispute,show,New Theatre,2002-03
Lawrence Everett/,NA,2003-03-05,Christopher Hampton,by Christopher Hampton,by Christopher Hampton,5-8 March 2003,In House,The Philanthropist,show,New Theatre,2002-03
Joseph Arkley/Joe Millington/Jenny Crossley/Ellie Burt/Ali Sherriffs/Charly Brooks/Andrew McDonnell/Chris Roberts/Rob Ridd/Rupert Hurley/,Katie Hartwill/Richard McKelvey/Joe Millington/Jane Lawson/The Cast/Crew and Ade/Chris Brammeld/Richard McKelvey/Jane Lawson/Martin Piggott/Tom Kyle/Richard McKelvey/Stephanie Lane/Katie Hartwill/Richard McKelvey/Pete Bridge/,2003-03-18,Brian Friel,by Brian Friel,by Brian Friel,18-21 March 2003,In House,Translations,show,New Theatre,2002-03
Joseph Arkley/Stephanie Lane/Sarah-Jane Franklin/Tom King/Euan Lawrence/Chris Roberts/Nikolaj Babic/Tom Kemble/Jen Aggleton/Anna Geffert/Ellie Burt/Diane Morrison/Marni Miller-Becker/Chris Holiday/Ben Bergin/Lydia Waine/,Henry Filloux-Bennett/Cat McCotter/Henry Filloux-Bennett/Cat McCotter/Tom King/Ben Richards/Chris Roberts/Kate Holder/The Lacemarket Theatre/Chris Brammeld/Sarah Haugh/Henry Filloux-Bennett/Jen Pollock/Rachel Farrell/Karen Williams/Ben Richards/Sarah-Jane Franklin/Lydia Waine/Henry Filloux-Bennett/,NA,Peter Shaffer,by Peter Shaffer,by Peter Shaffer,2003-04 (Dates Unknown),In House,Amadeus,show,New Theatre,2003-04
Lucy Van Den Heede/Chris Roberts/Alex Eisenberg/,Ellie Burt/Loic Tallon/Stuart Murphy/Chris Brammeld/Chris Brammeld/Toby Smith/Matt Wilson/Stuart Murphy/Beth Deakin/Rebecca Martinez/Jessica Higginson/Polly Faber/Miguel Carvalho/,2003-11-05,Michael Frayn,by Michael Frayn,by Michael Frayn,5-8 November 2003,In House,Copenhagen,show,New Theatre,2003-04
NA,NA,2003-11-19,Samuel Beckett,by Samuel Beckett,by Samuel Beckett,19-22 November 2003,In House,Endgame,show,New Theatre,2003-04
NA,NA,2003-11-26,Nicky Silver,by Nicky Silver,by Nicky Silver,26-29 November 2003,In House,Fat Men in Skirts,show,New Theatre,2003-04
NA,Catherine Paskell/,NA,Nicky Silver,by Nicky Silver,by Nicky Silver,2003-04 (Dates Unknown),Edinburgh,Fat Men in Skirts,show,ZOO,2003-04
NA,NA,2003-12-03,Cole Porter,by Cole Porter,by Cole Porter,3-6 December 2003,In House,Kiss Me Kate,show,New Theatre,2003-04
NA,NA,NA,Ben Brown,by Ben Brown,by Ben Brown,2003-04 (Dates Unknown),In House,Larkin With Women,show,New Theatre,2003-04
NA,NA,2003-10-29,David Mamet,by David Mamet,by David Mamet,29 October-1 November 2003,In House,Sexual Perversity in Chicago,show,New Theatre,2003-04
NA,NA,2003-11-07,Oscar Wilde,by Oscar Wilde,by Oscar Wilde,7-9 November 2003,In House,The Importance of Being Earnest,show,Trent/Performing Arts Studio,2003-04
Bush/,Kurban Kassam/Oliver James Hymans/,NA,Luke S. Uglow,by Luke S. Uglow,by Luke S. Uglow,2003-04 (Dates Unknown),In House,The Radiator,show,New Theatre,2003-04
Jason Lasky/,Oliver James Hymans/,2003-11-12,null,Devised,Devised,12-15 November 2003,In House,The Sideshow,show,New Theatre,2003-04
NA,NA,2003-12-03,Ben Johnson,by Ben Johnson,by Ben Johnson,3-6 December 2003,In House,Volpone,show,Djanogly Theatre,2003-04
Sam Kingston/Magnus McCullagh/Robert Samuelson/Maryann O'Brien/Emily Baker/Theo James/Chris Macdonald/Emily Medhurst/,Oliver James Hymans/,NA,Roald Dahl,by Roald Dahl,by Roald Dahl; Adapted by Richard R. George,2004-05 (Dates Unknown),Lakeside,Charlie and the Chocolate Factory,show,Djanogly Theatre,2004-05
NA,NA,NA,Steven Berkoff,by Steven Berkoff,by Steven Berkoff,2004-05 (Dates Unknown),In House,East,show,New Theatre,2004-05
Emily Medhurst/,Lauren Gurteen/,NA,David Mamet,by David Mamet,by David Mamet,2004-05 (Dates Unknown),In House,Oleanna,show,null,2004-05
NA,NA,NA,Doug Wright,by Doug Wright,by Doug Wright,2004-05 (Dates Unknown),In House,Quills,show,New Theatre,2004-05
Maryann O'Brien/Georgina Strawson/,Oliver James Hymans/Liat Rosenthal/Laura Dexter/,NA,Oliver James Hymans and Liat Rosenthal,by Oliver James Hymans and Liat Rosenthal,by Oliver James Hymans and Liat Rosenthal,2004-05 (Dates Unknown),Edinburgh,Shoe Story,show,Sweet Venue,2004-05
Emily Medhurst/,NA,NA,Eugène Ionesco,by Eugène Ionesco,by Eugène Ionesco,2004-05 (Dates Unknown),In House,The Bald Prima Donna,show,null,2004-05
Jim Rastall/Elliot Bhana/Holly Walker/Clare Salter/Andy Slater/Tom Copley/Simon Thompson/Rick Chernick/,Charlie Brafman/Natasha Abrams/Joshua Cohen/Amanda Kerstein/Rachel Jones/Sophie Pearce/Alistair Coe/Philip Raperport/Daniel Xavier Vizer/Claire Brickel/,2005-06-07,Franz Kafka,by Franz Kafka,by Franz Kafka; Adapted by Steven Berkoff,7-10 June 2005,In House,The Trial,show,New Theatre,2004-05
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2004-05 (Dates Unknown),In House,Unitalent,show,New Theatre,2004-05
NA,NA,NA,Samuel Beckett,by Samuel Beckett,by Samuel Beckett,2004-05 (Dates Unknown),In House,Waiting for Godot,show,New Theatre,2004-05
NA,NA,NA,Sarah Kane,by Sarah Kane,by Sarah Kane,2005-06 (Dates Unknown),In House,4.48 Psychosis,show,New Theatre,2005-06
NA,NA,NA,J. B. Priestly,by J. B. Priestly,by J. B. Priestly,2005-06 (Dates Unknown),In House,An Inspector Calls,show,New Theatre,2005-06
Maia Gibbs/,Simon Chase/,NA,Federico García Lorca,by Federico García Lorca,by Federico García Lorca,2005-06 (Dates Unknown),In House,Blood Wedding,show,New Theatre,2005-06
NA,NA,NA,Charlie Brafman,by Charlie Brafman,by Charlie Brafman,2005-06 (Dates Unknown),Edinburgh,Cast Aside,show,The Zoo,2005-06
NA,NA,2006-03-15,Patrick Marber,by Patrick Marber,by Patrick Marber,15-18 March 2006,In House,Closer,show,New Theatre,2005-06
Emma Barnett/,NA,NA,Peter Shaffer,by Peter Shaffer,by Peter Shaffer,2005-06 (Dates Unknown),In House,Equus,show,New Theatre,2005-06
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2005-06 (Dates Unknown),In House,Great Expectations,show,New Theatre,2005-06
Michelle Ghatan/,Elle Hosie/Fiona Gregory/,NA,Rona Munro,by Rona Munro,by Rona Munro,2005-06 (Dates Unknown),In House,Iron,show,New Theatre,2005-06
Carly Taylor/,Ben Ford/,NA,Seneca,by Seneca,by Seneca; Translated by Ted Hughes,2005-06 (Dates Unknown),In House,Oedipus Rex,show,New Theatre,2005-06
NA,NA,2006-06-07,William Shakespeare,by William Shakespeare,by William Shakespeare,7-10 June 2006,Lakeside,Othello,show,Djanogly Theatre,2005-06
Maia Gibbs/Eleanor Yates/Georgie Strawson/Henry Proffit/Charlie Dupre/,Sam Grafton/,NA,Van Badham,by Van Badham,by Van Badham,2005-06 (Dates Unknown),Edinburgh,Persae,show,Underbelly,2005-06
Emily Medhurst/Dave Stevenson/Fran Roper/Magnus McCullagh/Clare Salter/Jen Burrows/Sam  Morris/Francis Whittaker/,Charlie Brafman/Natasha Abrams/Alistair Coe/Daniel Xavier Vizer/Jim Rastall/,2005-12-07,Ben Elton,by Ben Elton,by Ben Elton,7-10 December 2005,In House,Popcorn,show,New Theatre,2005-06
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2005-06 (Dates Unknown),In House,The Cradle,show,New Theatre,2005-06
NA,NA,2006-08-03,null,Playwright Unknown,Playwright Unknown,3-27 August 2006,Edinburgh,The Slippery Soapbox,show,The Zoo,2005-06
Maia Gibbs/Emily Medhurst/,Sam Grafton/,2006-03-08,Martin Crimp,by Martin Crimp,by Martin Crimp,8-11 March 2006,In House,The Treatment,show,New Theatre,2005-06
Edward Hancock/,Charlie Brafman/Natasha Abrams/Megan Allyse/Adroc Sharkie/Daniel Xavier Vizer/,2006-04-19,Will Eno,by Will Eno,by Will Eno,19-22 April 2006,In House,Thom Pain,show,New Theatre,2005-06
Maia Gibbs/,Ben Ford/,2006-12-06,Sarah Kane,by Sarah Kane,by Sarah Kane,6-9 December 2006,In House,4.48 Psychosis,show,New Theatre,2006-07
NA,Jen Burrows/,2006-11-22,Tennessee Williams,by Tennessee Williams,by Tennessee Williams,22-25 November 2006,In House,A Streetcar Named Desire,show,New Theatre,2006-07
Theo James/Peter Day/Maryann O'Brien/Henry Proffitt/,Elle Hosie/Sam Turnbull/,2006-12-12,Alan Ayckbourn,by Alan Ayckbourn,by Alan Ayckbourn,12-15 December 2006,In House,Absurd Person Singular,show,New Theatre,2006-07
Magnus McCullagh/Edward Hancock/David Stephenson/Fran Roper/Alice Sander/Sam  Morris/,Charlie Brafman/Natasha Abrams/,2007-01-31,Charlie Brafman,by Charlie Brafman,by Charlie Brafman,31 January-2 February 2007,External,Cast Aside,show,New Theatre,2006-07
Maia Gibbs/,Sam German/,2007-05-02,Laura Wade,by Laura Wade,by Laura Wade,2-5 May 2007,In House,Colder than Here,show,New Theatre,2006-07
NA,NA,2007-04-23,Bertolt Brecht,by Bertolt Brecht,by Bertolt Brecht,23-28 April 2007,In House,Fear and Misery of the 3rd Reich,show,New Theatre,2006-07
NA,NA,2006-11-01,Raj Karsandas and Golnar Aref-Adib,by Raj Karsandas and Golnar Aref-Adib,by Raj Karsandas and Golnar Aref-Adib,1-4 November 2006,In House,Fish/Chips and Mushy Peas,show,New Theatre,2006-07
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2006-07 (Dates Unknown),Lakeside,Great Expectations,show,Djanogly Theatre,2006-07
Emily Medhurst/,NA,2007-03-20,Frederico Garcia Lorca,by Frederico Garcia Lorca,by Frederico Garcia Lorca,20-13 March 2007,In House,House of Bernada Alba,show,New Theatre,2006-07
NA,NA,2006-11-15,Charlotte Jones,by Charlotte Jones,by Charlotte Jones,15-18 November 2006,In House,Humble Boy,show,New Theatre,2006-07
Nicole Pyrathon/,Meir Adler/,2007-06-06,Bethany Layne,by Bethany Layne,by Bethany Layne,6-9 June 2007,In House,Jack and Jill,show,New Theatre,2006-07
NA,NA,2007-06-12,Aristophanes,by Aristophanes,by Aristophanes,12-15 June 2007,In House,Lysistrata,show,New Theatre,2006-07
NA,NA,2006-11-08,George Bernard Shaw,by George Bernard Shaw,by George Bernard Shaw,8-11 November 2006,In House,Mrs Warren's Profession,show,New Theatre,2006-07
Peter Carruthers/Guy Unsworth/Melanie Birkhead/Chris McDonald/James Rowe/,NA,2007-02-14,Alan Jay Lerner,by Alan Jay Lerner,by Alan Jay Lerner,14-17 February 2007,External,My Fair Lady,show,New Theatre,2006-07
NA,NA,2007-03-07,Samuel Beckett,by Samuel Beckett,by Samuel Beckett,7-10 March 2007,In House,Rough for Theatre II / Ohio Impromptu,show,New Theatre,2006-07
Matthew Kelly/Natasha Karp/Chris Boobier/Oran Hassan/Albert Joseph/John Franklin/Michelle Ghatan/Ross Davies/Philip Raperport/Sam  Morris/,NA,2007-02-28,null,Playwright Unknown,Playwright Unknown,28 February-3 March 2007,Fundraiser,Stars in Their Eyes,show,New Theatre,2006-07
NA,NA,NA,null,Playwright Unknown,Playwright Unknown,2006-07 (Dates Unknown),In House,Sugar,show,New Theatre,2006-07
NA,NA,2007-02-21,Robin Soans,by Robin Soans,by Robin Soans,21-24 February 2007,In House,Talking to Terrorists,show,New Theatre,2006-07
David Stephenson/Sam  Morris/David Netherton/Anna Dubuis/Philip Raperport/Jodie Burden/,Charlie Brafman/Natasha Abrams/Charlie Brafman/Matt Leventhall/Daniel Xavier Vizer/,2006-11-29,Will Eno,by Will Eno,by Will Eno,29 November-2 December 2006,In House,The Flu Season,show,New Theatre,2006-07
Carly Taylor/,Sam Grafton/,2007-05-09,Anton Chekhov,by Anton Chekhov,by Anton Chekhov,9-12 May 2007,Lakeside,The Seagull,show,Djanogly Theatre,2006-07
Maia Gibbs/,Sam German/,2007-08-02,Lewis Carroll,by Lewis Carroll,by Lewis Carroll; Adapted by Megan Allyse and Sam German,2-27 August 2007,Edinburgh,Through the Looking Glass,show,C too,2006-07
NA,NA,NA,Ali Blackwell,by Ali Blackwell,by Ali Blackwell,2006-07 (Dates Unknown),Edinburgh,TwinSS,show,null,2006-07
Emily Medhurst/Carly Taylor/,NA,2007-02-08,Eve Ensler,by Eve Ensler,by Eve Ensler,8-10 February 2007,In House,Vagina Monologues,show,New Theatre,2006-07
Magnus McCullagh/Theo James/,Charlie Brafman/Elle Hosie/Guy Unsworth/Nick Breen/Matt Leventhall/James Herbert/Maryann O'Brien/Harriet Burson Thomas/Daniel Xavier Vizer/,2007-03-14,Edward Albee,by Edward Albee,by Edward Albee,14-17 March 2007,In House,Zoo Story,show,New Theatre,2006-07
NA,Anthony Lau/,2007-11-07,Anthony Lau,by Anthony Lau,by Anthony Lau,7-10 November 2007,In House,7 Minutes 31,show,New Theatre,2007-08
NA,Palavi Dhody/,2008-06-04,Terrence McNally,by Terrence McNally,by Terrence McNally,4-7 June 2008,In House,A Perfect Ganesh,show,New Theatre,2007-08
Maia Gibbs/,Anthony Lau/,2008-02-27,Patrick Marber,by Patrick Marber,by Patrick Marber,27 February-1 March 2008,In House,After Miss Julie,show,New Theatre,2007-08
NA,Jackie Lee/Adam Paulden/,2007-10-24,John Godber & Jane Thornton,by John Godber & Jane Thornton,by John Godber & Jane Thornton,24-27 October 2007,In House,Bouncers & Shakers,show,New Theatre,2007-08
NA,Caroline Collier/Briony Gittins/,2007-11-18,Richard Cameron,by Richard Cameron,by Richard Cameron,18-20 November 2007,In House,Can't Stand Up For Falling Down,show,Lincoln Library,2007-08
Elle O'Rorke/,Fu Baxter/,2007-10-31,Sarah Kane,by Sarah Kane,by Sarah Kane,31 October-3 November 2007,In House,Crave,show,New Theatre,2007-08
NA,Anthony Lau/unknown/,2008-08-13,Anthony Lau,by Anthony Lau,by Anthony Lau,13-25 August 2008,Edinburgh,Cross Stitching,show,C soco,2007-08
NA,Cal Lewis/Christey Nethercott/Jackie Lee/,2008-08-13,null,Devised by Cal Lewis,Devised by Cal Lewis,13-25 August 2008,Edinburgh,Crossing the Rubicon,show,C soco,2007-08
Sam  Morris/Tom Warren/,Cal Lewis/Matt Leventhall/,2007-11-28,Arthur Miller,by Arthur Miller,by Arthur Miller,28 November-1 December 2007,In House,Death of a Salesman,show,New Theatre,2007-08
Pete Day/Fiona Hamilton/,David Betz-Heinemann/,2007-12-11,Enda Walsh,by Enda Walsh,by Enda Walsh,11-14 December 2007,In House,Disco Pigs,show,New Theatre,2007-08
NA,Nick Moran/,2008-05-07,Nick Moran,by Nick Moran,by Nick Moran,7-10 May 2008,In House,Good Morning and Goodbye,show,New Theatre,2007-08
NA,Edward Hancock/,2008-03-11,Edward Hancock,by Edward Hancock,by Edward Hancock,11-14 March 2008,Fundraiser,Half a Heartbeat,show,New Theatre,2007-08
Ali Blackwell/Michelle Ghatan/Tom Pinny/Clare Salter/Nick Medhurst/,Charlie Brafman/Caroline Cox/Daniel Xavier Vizer/Emily Goddard/Matt Lee/James Herbert/Ed Poole/David Stephenson/,2007-12-05,William Shakespeare,by William Shakespeare,by William Shakespeare; Adapted by James Phillips,5-8 December 2007,In House,Macbeth,show,New Theatre,2007-08
NA,NA,2008-06-12,Mary Zimmermann,by Mary Zimmermann,by Mary Zimmermann,12-14 June 2008,Postgrads,Metamorphoses,show,New Theatre,2007-08
Mathilda Holland/Stephen Jarr/,NA,2007-10-17,null,Playwright Unknown,Playwright Unknown,17-18 October 2007,In House,Mixed Doubles,show,New Theatre,2007-08
Christey Nethercott/,Meir Adler/,2007-10-31,Jean-Paul Sartre,by Jean-Paul Sartre,by Jean-Paul Sartre,31 October-3 November 2007,In House,No Exit,show,New Theatre,2007-08
NA,Johnny Steer/,2008-03-05,Ray Cooney,by Ray Cooney,by Ray Cooney,5-8 March 2008,In House,Out of Order,show,New Theatre,2007-08
Lizzie Bourne/Anna Wheatley/,Guy Unsworth/,2007-11-14,David Auburn,by David Auburn,by David Auburn,14-17 November 2007,In House,Proof,show,New Theatre,2007-08
NA,Andy McNamee/Matt Leventhall/,2008-04-16,Tom Stoppard,by Tom Stoppard,by Tom Stoppard,16-19 April 2008,In House,Rosencrantz and Guildenstern Are Dead,show,New Theatre,2007-08
Elle O'Rorke/,Luke Leonard/,2008-05-07,Luke Leonard,by Luke Leonard,by Luke Leonard,7-10 May 2008,In House,The Box,show,New Theatre,2007-08
NA,NA,2008-02-13,null,Playwright Unknown,Playwright Unknown,13-16 February 2008,External,The Cranberry Chamber,show,New Theatre,2007-08
Christey Nethercott/,Cal Lewis/,2008-04-30,Arthur Miller,by Arthur Miller,by Arthur Miller,30 April-3 May 2008,In House,The Crucible,show,New Theatre,2007-08
NA,NA,2008-02-01,Nic Harvey,by Nic Harvey,by Nic Harvey,1 February 2008,External,The Curse of the Devil's Verse,show,New Theatre,2007-08
NA,Robert Jones/,2008-03-11,Robert Jones,by Robert Jones,by Robert Jones,11-14 March 2008,Fundraiser,The Dragon Botherers,show,New Theatre,2007-08
NA,Maia Gibbs/,2007-11-21,Martin McDonagh,by Martin McDonagh,by Martin McDonagh,21-24 November 2007,In House,The Lonesome West,show,New Theatre,2007-08
